dataset,hardness_metric,random_seed,weighting_strategy,Overall_similarity,ks_mean,ks_std,ks_pvalue
HeartCleveland,DS,26226,curriculum,0.6290115532734276,0.3709884467265725,0.1739155530909464,0.109442452313736
HeartCleveland,DS,26226,static,0.6786478391099701,0.32135216089003,0.158448642451662,0.1269361675317373
Hypothyroid,DS,670488,self_paced,0.6839837412556914,0.3160162587443085,0.3192634515855464,0.1578947368421052
HeartCleveland,DS,26226,self_paced,0.6264441591784339,0.3735558408215661,0.1601543189422542,0.1055450133724157
HeartCleveland,DCP,670488,curriculum,0.6482670089858793,0.3517329910141207,0.1667181549044805,0.1373444168396388
HeartCleveland,DCP,670488,static,0.6294394522892598,0.3705605477107402,0.1674775101428731,0.1065275187744312
HeartCleveland,DCP,670488,self_paced,0.6713735558408216,0.3286264441591784,0.1698904593844917,0.1584750974805678
Thoracic,kDN,670488,curriculum,0.5386130811662726,0.4613869188337273,0.3176563059562143,0.1111111112881317
HeartCleveland,DCP,116740,curriculum,0.6371416345742406,0.3628583654257595,0.1556988052944822,0.126546945194457
HeartCleveland,DCP,116740,static,0.6350021394950792,0.3649978605049209,0.1603371357407177,0.1222531743533709
Thoracic,kDN,670488,static,0.5380713159968479,0.4619286840031521,0.3119640237967071,0.1111116974850213
HeartCleveland,DCP,116740,self_paced,0.6486949080017116,0.3513050919982884,0.1656660098522067,0.1115449477107959
Thoracic,kDN,670488,self_paced,0.5389578408195429,0.4610421591804571,0.3125387311508852,0.1111111111129877
HeartCleveland,DCP,26226,curriculum,0.6350021394950791,0.3649978605049208,0.1481111730834437,0.1052911022392496
HeartCleveland,DCP,26226,static,0.6388532306375695,0.3611467693624305,0.1461824788821429,0.1052940238324562
Thoracic,kDN,116740,curriculum,0.5264479905437353,0.4735520094562647,0.3076312456166973,0.1111111535331578
HeartCleveland,DCP,26226,self_paced,0.6456996148908858,0.3543003851091142,0.1455624152561056,0.1052927855635739
HeartCleveland,TD_P,670488,curriculum,0.6735130509199829,0.3264869490800171,0.17363633806327,0.138479012173477
Thoracic,kDN,116740,static,0.5114755713159969,0.4885244286840031,0.3149309294166916,0.1111118324897612
HeartCleveland,TD_P,670488,static,0.7008985879332478,0.2991014120667522,0.1520673877482669,0.157302881178996
HeartCleveland,TD_P,670488,self_paced,0.6452717158750535,0.3547282841249465,0.1660358461018104,0.1057038104198579
Thoracic,kDN,116740,self_paced,0.5337864460204886,0.4662135539795114,0.3274176855494198,0.1111121970548014
HeartCleveland,TD_P,116740,curriculum,0.6341463414634146,0.3658536585365853,0.1617005413256318,0.1081882751818991
Thoracic,kDN,26226,curriculum,0.5318656422379826,0.4681343577620174,0.3136862398123518,0.1111112740032608
HeartCleveland,TD_P,116740,static,0.626444159178434,0.3735558408215661,0.1623762598289283,0.1082407314422555
HeartCleveland,TD_P,116740,self_paced,0.6435601198117245,0.3564398801882755,0.157609793530327,0.1063377908384263
Hypothyroid,DS,116740,curriculum,0.6464130162994494,0.3535869837005506,0.303526450638551,0.1052631578947368
Thoracic,kDN,26226,static,0.5115248226950354,0.4884751773049646,0.316877340646144,0.1111146599035757
HeartCleveland,TD_P,26226,curriculum,0.6435601198117243,0.3564398801882756,0.1791389915939855,0.1129149538671604
HeartCleveland,TD_P,26226,static,0.6914848095849379,0.3085151904150621,0.161193597389703,0.1324586534679704
Thoracic,kDN,26226,self_paced,0.5643715524034674,0.4356284475965327,0.2955174553669634,0.1111111111170573
HeartCleveland,TD_P,26226,self_paced,0.6516902011125375,0.3483097988874626,0.1442406899021821,0.1052890147716271
HeartCleveland,TD_U,670488,curriculum,0.6358579375267437,0.3641420624732562,0.1667752539251563,0.1056118069410837
Thoracic,DS,670488,curriculum,0.5625492513790386,0.4374507486209613,0.3111963418719183,0.1111111122187978
HeartCleveland,TD_U,670488,static,0.6277278562259307,0.3722721437740692,0.1916242443355513,0.1377151763996161
HeartCleveland,TD_U,670488,self_paced,0.6816431322207958,0.3183568677792041,0.1488695052738693,0.1062387047786542
Thoracic,DS,670488,static,0.5637312844759653,0.4362687155240346,0.3217939776105998,0.1111112740070685
HeartCleveland,TD_U,116740,curriculum,0.6367137355584083,0.3632862644415918,0.1542135230283163,0.1093467454406028
HeartCleveland,TD_U,116740,static,0.6392811296534019,0.3607188703465982,0.1837585906553242,0.1356517950939669
Thoracic,DS,670488,self_paced,0.5645193065405832,0.4354806934594168,0.3038298691408274,0.1111111117723167
HeartCleveland,TD_U,116740,self_paced,0.6414206247325632,0.3585793752674369,0.1639841680931539,0.1057792860532642
Thoracic,DS,116740,curriculum,0.5543735224586288,0.4456264775413711,0.3222922487731543,0.1111201742537508
HeartCleveland,TD_U,26226,curriculum,0.6409927257167308,0.3590072742832692,0.1450823779394495,0.1053063842423565
HeartCleveland,TD_U,26226,static,0.6191698759092854,0.3808301240907146,0.161340060158391,0.1066812872180454
Thoracic,DS,116740,static,0.5573286052009457,0.4426713947990544,0.3154784387963152,0.1111111161090447
HeartCleveland,TD_U,26226,self_paced,0.660676080445015,0.339323919554985,0.1648294557809635,0.1066269779364987
HeartCleveland,CL,670488,curriculum,0.660676080445015,0.339323919554985,0.1626196418188766,0.1430208043579186
Thoracic,DS,116740,self_paced,0.545311268715524,0.4546887312844759,0.3205691259522591,0.1111112418674681
HeartCleveland,CL,670488,static,0.6726572528883183,0.3273427471116817,0.1669683672605337,0.1709991333310228
HeartCleveland,CL,670488,self_paced,0.62002567394095,0.37997432605905,0.1985829497890159,0.1371773324704641
Thoracic,DS,26226,curriculum,0.5627462568951932,0.4372537431048069,0.3071631265312669,0.1111130900902698
Hypothyroid,DS,116740,static,0.6643464810518175,0.3356535189481825,0.3134801035138132,0.1052631578947368
HeartCleveland,CL,116740,curriculum,0.6456996148908858,0.3543003851091142,0.1546249669258612,0.1315714984195234
HeartCleveland,CL,116740,static,0.6448438168592212,0.3551561831407788,0.1821965670179184,0.1744006850940181
Thoracic,DS,26226,static,0.5531914893617021,0.4468085106382978,0.3118318071882166,0.1111111111189024
HeartCleveland,CL,116740,self_paced,0.603765511339324,0.3962344886606761,0.1759565290665727,0.1053444605278977
Thoracic,DS,26226,self_paced,0.5690011820330969,0.4309988179669031,0.2930340047395618,0.1111111111474392
HeartCleveland,CL,26226,curriculum,0.641420624732563,0.3585793752674369,0.1542776238542779,0.105966736037146
HeartCleveland,CL,26226,static,0.6178861788617885,0.3821138211382113,0.1549325373575667,0.1053359980692448
Thoracic,DCP,670488,curriculum,0.5761918833727344,0.4238081166272656,0.2964087156386048,0.1111118324897612
HeartCleveland,CL,26226,self_paced,0.6341463414634146,0.3658536585365853,0.1616575072486687,0.1059180897870732
HeartCleveland,CLD,670488,curriculum,0.6983311938382543,0.3016688061617458,0.1620421426540747,0.1490917914721133
Thoracic,DCP,670488,static,0.5250197005516155,0.4749802994483845,0.3141070245531432,0.1111111111158971
HeartCleveland,CLD,670488,static,0.6482670089858794,0.3517329910141207,0.1920823382880666,0.1842211251650259
HeartCleveland,CLD,670488,self_paced,0.6080445014976466,0.3919554985023534,0.2057033006713207,0.1370825978582249
Thoracic,DCP,670488,self_paced,0.5857466509062255,0.4142533490937746,0.304295877877387,0.111111111117837
HeartCleveland,CLD,116740,curriculum,0.6358579375267437,0.3641420624732563,0.1805378919381957,0.1226062208599469
HeartCleveland,CLD,116740,static,0.6350021394950791,0.3649978605049209,0.1844706354861102,0.1563047406774626
Thoracic,DCP,116740,curriculum,0.518715524034673,0.481284475965327,0.3100750577572984,0.1111111278017171
HeartCleveland,CLD,116740,self_paced,0.6084724005134788,0.3915275994865212,0.1694998688814315,0.1052796319604268
Thoracic,DCP,116740,static,0.5256599684791174,0.4743400315208826,0.3213806308948811,0.111133245788495
HeartCleveland,CLD,26226,curriculum,0.6628155755241764,0.3371844244758237,0.1644390920690331,0.1118151403986822
HeartCleveland,CLD,26226,static,0.6431322207958922,0.3568677792041078,0.154750434833595,0.1082149582139672
Thoracic,DCP,116740,self_paced,0.5665878644602049,0.4334121355397951,0.3099819664521789,0.1116152027698738
HeartCleveland,CLD,26226,self_paced,0.6277278562259306,0.3722721437740693,0.1642318565482497,0.1057305744756384
HeartCleveland,MV,670488,curriculum,0.6598202824133504,0.3401797175866495,0.1755690050400397,0.1128479966665365
Thoracic,DCP,26226,curriculum,0.5263002364066194,0.4736997635933806,0.3143020503535061,0.1111111111233704
Hypothyroid,DS,116740,self_paced,0.6323290825672069,0.3676709174327931,0.3425251423174282,0.105263157894797
HeartCleveland,MV,670488,static,0.6765083440308087,0.3234916559691912,0.1466876271771764,0.1056395905044658
HeartCleveland,MV,670488,self_paced,0.686777920410783,0.3132220795892169,0.1529522024406499,0.1088398847629999
Thoracic,DCP,26226,static,0.537184791174153,0.4628152088258471,0.2930392528641805,0.1111111122187972
HeartCleveland,MV,116740,curriculum,0.623448866067608,0.3765511339323919,0.1900835122506877,0.132029115943652
HeartCleveland,MV,116740,static,0.6221651690201113,0.3778348309798887,0.1604992112341316,0.1053544983007989
Thoracic,DCP,26226,self_paced,0.5763396375098503,0.4236603624901497,0.3139599687599385,0.1111111278017261
HeartCleveland,MV,116740,self_paced,0.6397090286692342,0.3602909713307659,0.1638601834649382,0.1109689068375241
HeartCleveland,MV,26226,curriculum,0.6563970902866924,0.3436029097133076,0.1404421674153624,0.1053306651207905
HeartCleveland,MV,26226,static,0.6747967479674797,0.3252032520325202,0.1765517769205323,0.1321008455076346
HeartCleveland,MV,26226,self_paced,0.6854942233632864,0.3145057766367137,0.155985478757451,0.1185103511035295
HeartCleveland,CB,670488,curriculum,0.6961916987590927,0.3038083012409071,0.1408470414153783,0.1060276326655185
HeartCleveland,CB,670488,static,0.6846384253316217,0.3153615746683783,0.1649926670430149,0.1602510437793328
HeartCleveland,CB,670488,self_paced,0.7184424475823705,0.2815575524176295,0.1433927845577112,0.1342227278401276
HeartCleveland,CB,116740,curriculum,0.6486949080017117,0.3513050919982883,0.1704886291962366,0.1129800633000367
HeartCleveland,CB,116740,static,0.6140350877192983,0.3859649122807018,0.1910021575247143,0.1319944125782737
HeartCleveland,CB,116740,self_paced,0.6465554129225503,0.3534445870774497,0.167520142114137,0.1100331633492391
HeartCleveland,CB,26226,curriculum,0.6803594351732991,0.3196405648267008,0.1590553077896109,0.1128009991959406
HeartCleveland,CB,26226,static,0.6307231493367564,0.3692768506632435,0.154332207261981,0.1052972758102105
Hypothyroid,DS,26226,curriculum,0.6668411167128959,0.3331588832871041,0.3373453165797413,0.1052782591185391
HeartCleveland,CB,26226,self_paced,0.6461275139067181,0.3538724860932819,0.1699734250266999,0.1087284221581921
HeartCleveland,N1,670488,curriculum,0.6679503637141634,0.3320496362858365,0.1563243422418621,0.1485243325543031
HeartCleveland,N1,670488,static,0.6456996148908858,0.3543003851091142,0.1576771585694368,0.1056526617953292
HeartCleveland,N1,670488,self_paced,0.6628155755241764,0.3371844244758237,0.1623311490460522,0.1072610133379699
HeartCleveland,N1,116740,curriculum,0.6414206247325631,0.3585793752674369,0.1549301737615459,0.1065556397041209
HeartCleveland,N1,116740,static,0.6435601198117246,0.3564398801882756,0.1571898551839674,0.1266549639058381
HeartCleveland,N1,116740,self_paced,0.6504065040650406,0.3495934959349593,0.1854881774020753,0.1319536042349032
HeartCleveland,N1,26226,curriculum,0.6195977749251176,0.3804022250748823,0.1521131349743696,0.1052669687809552
HeartCleveland,N1,26226,static,0.6448438168592212,0.3551561831407788,0.1767103782734024,0.1093731686055893
HeartCleveland,N1,26226,self_paced,0.6491228070175439,0.3508771929824562,0.1586876639434307,0.1059303343309663
HeartCleveland,N2,670488,curriculum,0.6572528883183569,0.3427471116816432,0.1521287821830316,0.1056585461064977
HeartCleveland,N2,670488,static,0.6337184424475824,0.3662815575524176,0.1940039587913998,0.1579421164339326
HeartCleveland,N2,670488,self_paced,0.6551133932391956,0.3448866067608045,0.1616643028645049,0.1057110061052205
HeartCleveland,N2,116740,curriculum,0.6161745827984596,0.3838254172015404,0.1848038336241364,0.1316374753639203
HeartCleveland,N2,116740,static,0.6204535729567823,0.3795464270432178,0.1581120157051449,0.1054425144135765
HeartCleveland,N2,116740,self_paced,0.6427043217800599,0.35729567821994,0.1613661597114765,0.1063989513410549
Hypothyroid,DS,26226,static,0.6684286121335823,0.3315713878664178,0.3127713376632648,0.1052631578947368
HeartCleveland,N2,26226,curriculum,0.6345742404792469,0.3654257595207531,0.1548308701467532,0.1056477459211434
HeartCleveland,N2,26226,static,0.6927685066324347,0.3072314933675652,0.1389914543176151,0.1080717718072147
HeartCleveland,N2,26226,self_paced,0.6739409499358151,0.3260590500641848,0.1444005443567666,0.106181510443407
HeartCleveland,LSC,670488,curriculum,0.6700898587933248,0.3299101412066752,0.1936960412929547,0.1624021734210772
HeartCleveland,LSC,670488,static,0.6820710312366282,0.3179289687633718,0.1665104570113984,0.1190260214049012
HeartCleveland,LSC,670488,self_paced,0.631151048352589,0.3688489516474112,0.1879884612189533,0.152704142163351
HeartCleveland,LSC,116740,curriculum,0.6499786050492083,0.3500213949507916,0.1606098307542909,0.1231080494808257
HeartCleveland,LSC,116740,static,0.6581086863500214,0.3418913136499786,0.1630604072067033,0.1084001229238367
HeartCleveland,LSC,116740,self_paced,0.6397090286692341,0.3602909713307659,0.1639450839624697,0.1074187044215279
HeartCleveland,LSC,26226,curriculum,0.6645271715875053,0.3354728284124946,0.1816954150649807,0.1359000274656549
HeartCleveland,LSC,26226,static,0.6923406076166024,0.3076593923833975,0.1518082951042174,0.1208000095986827
HeartCleveland,LSC,26226,self_paced,0.6645271715875053,0.3354728284124946,0.1433838460122536,0.1059623110838466
HeartCleveland,LSR,670488,curriculum,0.6666666666666666,0.3333333333333333,0.1807770795135979,0.1387239736791969
HeartCleveland,LSR,670488,static,0.6799315361574667,0.3200684638425331,0.139082320363428,0.1057068615438781
HeartCleveland,LSR,670488,self_paced,0.639709028669234,0.3602909713307659,0.1973918149579213,0.1600773006527125
HeartCleveland,LSR,116740,curriculum,0.6367137355584083,0.3632862644415918,0.1571409252138526,0.107377700965674
Hypothyroid,DS,26226,self_paced,0.6161343032755904,0.3838656967244096,0.3518196364197068,0.1052631578947368
HeartCleveland,LSR,116740,static,0.6311510483525888,0.3688489516474112,0.1843256652418926,0.132481972897818
HeartCleveland,LSR,116740,self_paced,0.6161745827984596,0.3838254172015404,0.1623999379737478,0.1052762762977382
HeartCleveland,LSR,26226,curriculum,0.6700898587933247,0.3299101412066752,0.1376518612158921,0.1055708704771681
HeartCleveland,LSR,26226,static,0.6713735558408216,0.3286264441591784,0.1688016874572784,0.1487214236605768
HeartCleveland,LSR,26226,self_paced,0.6080445014976466,0.3919554985023534,0.1623785150390982,0.1052702420107269
HeartCleveland,Harmfulness,670488,curriculum,0.6422764227642277,0.3577235772357723,0.156585316976297,0.1058378894887339
HeartCleveland,Harmfulness,670488,static,0.6504065040650406,0.3495934959349593,0.1792697723729633,0.1573797064911086
HeartCleveland,Harmfulness,670488,self_paced,0.6581086863500213,0.3418913136499786,0.1638478915905625,0.1056395892183036
HeartCleveland,Harmfulness,116740,curriculum,0.6388532306375696,0.3611467693624305,0.1453950232372806,0.1054395132648275
HeartCleveland,Harmfulness,116740,static,0.644415917843389,0.3555840821566111,0.1489531163477308,0.1074210772616317
HeartCleveland,Harmfulness,116740,self_paced,0.6268720581942662,0.3731279418057338,0.1669277881170027,0.1055467915872417
HeartCleveland,Harmfulness,26226,curriculum,0.6281557552417629,0.3718442447582371,0.1478042732756726,0.1052751394591958
HeartCleveland,Harmfulness,26226,static,0.6401369276850664,0.3598630723149336,0.1600102037020896,0.1056943759075513
HeartCleveland,Harmfulness,26226,self_paced,0.6722293538724861,0.3277706461275139,0.1484433430087164,0.10688323958095
HeartCleveland,F1,670488,curriculum,0.6285836542575952,0.3714163457424048,0.1886136925665703,0.1370905367351673
HeartCleveland,F1,670488,static,0.7115960633290543,0.2884039366709456,0.1436147924720544,0.111936086126521
Hypothyroid,DCP,670488,curriculum,0.6297762968907188,0.3702237031092814,0.3612455374401292,0.1578947368421052
HeartCleveland,F1,670488,self_paced,0.7312794180573385,0.2687205819426615,0.1855533153432911,0.2345721100676273
HeartCleveland,F1,116740,curriculum,0.6752246469833119,0.3247753530166881,0.1679992788032894,0.1412997126808176
HeartCleveland,F1,116740,static,0.6615318784766796,0.3384681215233205,0.1561450355330558,0.1089054026690264
HeartCleveland,F1,116740,self_paced,0.6726572528883183,0.3273427471116816,0.1583931656614975,0.1400683572835092
HeartCleveland,F1,26226,curriculum,0.697903294822422,0.302096705177578,0.140254305776374,0.1075018194744092
HeartCleveland,F1,26226,static,0.7030380830124091,0.2969619169875909,0.146753767614504,0.1167717611036061
HeartCleveland,F1,26226,self_paced,0.6820710312366282,0.3179289687633718,0.1743088540138078,0.1652363827912385
HeartCleveland,F2,670488,curriculum,0.7145913564398801,0.2854086435601198,0.147829046879359,0.1392236858383506
HeartCleveland,F2,670488,static,0.6756525459991443,0.3243474540008558,0.1552666234430324,0.1085045245942401
HeartCleveland,F2,670488,self_paced,0.6991869918699186,0.3008130081300812,0.1466501759726367,0.1090133025545598
HeartCleveland,F2,116740,curriculum,0.6563970902866925,0.3436029097133077,0.1543440706658668,0.1073427492173751
HeartCleveland,F2,116740,static,0.6602481814291827,0.3397518185708172,0.1590668189390951,0.1110841387577872
HeartCleveland,F2,116740,self_paced,0.6225930680359436,0.3774069319640565,0.17449677795553,0.1073193210775392
HeartCleveland,F2,26226,curriculum,0.6970474967907573,0.3029525032092426,0.1628547901924267,0.1512697085728218
HeartCleveland,F2,26226,static,0.6961916987590928,0.3038083012409072,0.1504026997938157,0.125127579468581
Hypothyroid,DCP,670488,static,0.6461222662224005,0.3538777337775994,0.3416374192581339,0.1578947368421052
HeartCleveland,F2,26226,self_paced,0.6302952503209243,0.3697047496790757,0.1757295353138355,0.1094041115670726
HeartCleveland,F3,670488,curriculum,0.5857937526743688,0.4142062473256311,0.1984187622499136,0.1054414057447348
HeartCleveland,F3,670488,static,0.5917843388960204,0.4082156611039794,0.1948468133509195,0.1054647272919399
HeartCleveland,F3,670488,self_paced,0.7163029525032092,0.2836970474967907,0.1412092685282022,0.1252174347048145
HeartCleveland,F3,116740,curriculum,0.6170303808301241,0.3829696191698759,0.1591611789618118,0.1052955947474005
HeartCleveland,F3,116740,static,0.603765511339324,0.396234488660676,0.1665511378350754,0.1052674111111388
HeartCleveland,F3,116740,self_paced,0.6718014548566539,0.3281985451433462,0.1626489132420587,0.1265101045685806
HeartCleveland,F3,26226,curriculum,0.6234488660676082,0.3765511339323919,0.165023736601015,0.1059497560192694
HeartCleveland,F3,26226,static,0.6093281985451434,0.3906718014548566,0.1576365106972012,0.105265015808868
HeartCleveland,F3,26226,self_paced,0.699614890885751,0.3003851091142491,0.1397127964887806,0.1068283592183429
HeartCleveland,F4,670488,curriculum,0.6666666666666667,0.3333333333333333,0.1841895277514514,0.1583184171065751
HeartCleveland,F4,670488,static,0.667094565682499,0.3329054343175011,0.1517443577872589,0.1059962195404991
HeartCleveland,F4,670488,self_paced,0.670517757809157,0.3294822421908429,0.1615793371242246,0.1483080609672814
HeartCleveland,F4,116740,curriculum,0.6208814719726145,0.3791185280273856,0.1637785928632667,0.1057015857390834
HeartCleveland,F4,116740,static,0.6435601198117246,0.3564398801882755,0.1620285828312323,0.1063341656272589
HeartCleveland,F4,116740,self_paced,0.6247325631151049,0.3752674368848952,0.1729537968316651,0.1068729325502285
Hypothyroid,DCP,670488,self_paced,0.7051154568555961,0.294884543144404,0.3148727436461248,0.1578947368421052
HeartCleveland,F4,26226,curriculum,0.6919127086007703,0.3080872913992298,0.1439904030891083,0.1077139960329953
HeartCleveland,F4,26226,static,0.691484809584938,0.308515190415062,0.1490845858873384,0.1174191053468936
HeartCleveland,F4,26226,self_paced,0.6854942233632862,0.3145057766367137,0.1505839804908152,0.110889748148256
Hepatitis,Baseline,670488,static,0.6104980192416525,0.3895019807583474,0.2566219210533034,0.159178504852894
Hepatitis,Baseline,116740,static,0.5743727598566308,0.4256272401433691,0.2660792466375263,0.1126453857689464
Hepatitis,Baseline,26226,static,0.5810931899641578,0.4189068100358423,0.2444648249578918,0.1111541651622838
Hypothyroid,DCP,116740,curriculum,0.6044810401874756,0.3955189598125243,0.3407547422201328,0.1052631578947368
Hepatitis,kDN,670488,curriculum,0.5976230899830219,0.4023769100169779,0.2555721892708614,0.1085882052118852
Hepatitis,kDN,670488,static,0.6093661573288058,0.390633842671194,0.2459100250991614,0.1578961378396162
Hepatitis,kDN,670488,self_paced,0.5812110922467458,0.418788907753254,0.2512853735834007,0.1053666381785998
Hepatitis,kDN,116740,curriculum,0.5792303338992644,0.4207696661007357,0.2252336774803461,0.1052649111645734
Hepatitis,kDN,116740,static,0.5437181663837011,0.4562818336162988,0.2477203174415731,0.1052694464262559
Hepatitis,kDN,116740,self_paced,0.5482377538829152,0.4517622461170847,0.2466949741498479,0.1111116916024776
Hepatitis,kDN,26226,curriculum,0.5854555744199207,0.4145444255800792,0.2281449419017313,0.1052857430878181
Hepatitis,kDN,26226,static,0.5531660692951016,0.4468339307048984,0.2538414471721272,0.1111116677987914
Hepatitis,kDN,26226,self_paced,0.5728636106395019,0.427136389360498,0.2407549875507375,0.1052797692780685
Hepatitis,DS,670488,curriculum,0.5754102999434069,0.4245897000565931,0.2785975124264679,0.1054343624580456
Hepatitis,DS,670488,static,0.5996038483305037,0.4003961516694963,0.2567190948095338,0.1580599146509121
Hepatitis,DS,670488,self_paced,0.5990379173740802,0.4009620826259196,0.2453265819383295,0.1061779845352411
Hypothyroid,DCP,116740,static,0.5401613081427467,0.4598386918572533,0.3709782909558905,0.1052631578947368
Hepatitis,DS,116740,curriculum,0.6054360812425328,0.3945639187574671,0.2266840125119743,0.1113488630755596
Hepatitis,DS,116740,static,0.5603345280764634,0.4396654719235364,0.2478359567065122,0.1111550363585028
Hepatitis,DS,116740,self_paced,0.5833333333333335,0.4166666666666667,0.2476492425824329,0.1112122673842366
Hepatitis,DS,26226,curriculum,0.5488115449915111,0.451188455008489,0.2492149273249156,0.1052814010428453
Hepatitis,DS,26226,static,0.5912563667232597,0.4087436332767403,0.2231267576071986,0.1052652279185919
Hepatitis,DS,26226,self_paced,0.5980475382003395,0.4019524617996604,0.2310517528158443,0.1052858444703082
Hepatitis,DCP,670488,curriculum,0.5875778155065082,0.4124221844934918,0.2791373768264271,0.1582488164111377
Hepatitis,DCP,670488,static,0.5670628183361629,0.4329371816638369,0.2639564409582053,0.1578947456820821
Hepatitis,DCP,670488,self_paced,0.629173740803622,0.370826259196378,0.282706375431504,0.1147817826701658
Hepatitis,DCP,116740,curriculum,0.562959818902094,0.4370401810979061,0.2503995076450787,0.1053887013487991
Hepatitis,DCP,116740,static,0.5800477897252091,0.4199522102747909,0.2419878404047247,0.1111152111225275
Hepatitis,DCP,116740,self_paced,0.5962082625919638,0.4037917374080362,0.2197121711992394,0.1053209356978841
Hepatitis,DCP,26226,curriculum,0.5864695340501792,0.4135304659498208,0.2475377682015284,0.1111159850471311
Hepatitis,DCP,26226,static,0.5797962648556875,0.4202037351443124,0.2495348842127069,0.1052856822278035
Hepatitis,DCP,26226,self_paced,0.5787037037037037,0.4212962962962963,0.2428031129710439,0.1111431746328769
Hepatitis,TD_P,670488,curriculum,0.5837577815506507,0.4162422184493492,0.2671599497550243,0.1085341257575965
Hepatitis,TD_P,670488,static,0.6462931522354272,0.3537068477645727,0.269982358579141,0.1585260969579972
Hepatitis,TD_P,670488,self_paced,0.6054046406338426,0.3945953593661573,0.2622812955263486,0.1055075616924139
Hypothyroid,DCP,116740,self_paced,0.6521000878065232,0.3478999121934767,0.3221847034566978,0.1052631578949188
Hepatitis,TD_P,116740,curriculum,0.5471137521222411,0.4528862478777589,0.274763559145048,0.1054826647534899
Hepatitis,TD_P,116740,static,0.5676287492925864,0.4323712507074136,0.2443993000247903,0.1060312755066926
Hepatitis,TD_P,116740,self_paced,0.569468024900962,0.4305319750990379,0.2717598743873159,0.1055160715622515
Hepatitis,TD_P,26226,curriculum,0.591547192353644,0.408452807646356,0.2463774362854337,0.1114847261506937
Hepatitis,TD_P,26226,static,0.5660095579450418,0.4339904420549582,0.2410214750983822,0.1111123547252865
Hepatitis,TD_P,26226,self_paced,0.5567345783814374,0.4432654216185625,0.2631272383577234,0.1052754437589411
Hepatitis,TD_U,670488,curriculum,0.6245048104131294,0.3754951895868704,0.2619830955590437,0.1591698227450309
Hepatitis,TD_U,670488,static,0.60752688172043,0.3924731182795698,0.2391670188227811,0.1053725231046949
Hepatitis,TD_U,670488,self_paced,0.5780984719864176,0.4219015280135824,0.2574573031082467,0.1054764451335905
Hepatitis,TD_U,116740,curriculum,0.5981182795698925,0.4018817204301075,0.248802791713797,0.1111229484716666
Hepatitis,TD_U,116740,static,0.5955794504181601,0.4044205495818398,0.2415023705540398,0.1111254043457775
Hepatitis,TD_U,116740,self_paced,0.5756932654216186,0.4243067345783815,0.2420820519970178,0.1053419076834291
Hepatitis,TD_U,26226,curriculum,0.5758347481607243,0.4241652518392755,0.2396778569216553,0.1052720055001905
Hepatitis,TD_U,26226,static,0.5829088851160158,0.4170911148839841,0.2400499738882997,0.105285673374311
Hepatitis,TD_U,26226,self_paced,0.5688470728793309,0.431152927120669,0.2508226641387633,0.1111306896361651
Hepatitis,CL,670488,curriculum,0.5765421618562535,0.4234578381437465,0.2756438894343522,0.1071195625658787
Hepatitis,CL,670488,static,0.5875778155065081,0.4124221844934918,0.2587714270149946,0.157895137777817
Hypothyroid,DCP,26226,curriculum,0.6317708424192733,0.3682291575807268,0.3544841569709819,0.1052633620812969
Hepatitis,CL,670488,self_paced,0.5789473684210527,0.4210526315789473,0.2529322030330732,0.1054295158872641
Hepatitis,CL,116740,curriculum,0.56526284348865,0.43473715651135,0.2485728421336645,0.1111142075021038
Hepatitis,CL,116740,static,0.5943847072879331,0.4056152927120668,0.2255625512031656,0.1111690272403288
Hepatitis,CL,116740,self_paced,0.5612305854241337,0.4387694145758662,0.2503603400511626,0.1111124463269604
Hepatitis,CL,26226,curriculum,0.5731780167264038,0.4268219832735962,0.2438865895674322,0.1111227491486515
Hepatitis,CL,26226,static,0.5997453310696094,0.4002546689303904,0.2212806322734948,0.1052640083076033
Hepatitis,CL,26226,self_paced,0.558094384707288,0.441905615292712,0.248971979190963,0.1111135976338593
Hepatitis,CLD,670488,curriculum,0.571165817770232,0.428834182229768,0.2849814294465747,0.1057129380431863
Hepatitis,CLD,670488,static,0.5776740237691002,0.4223259762308999,0.2491533129680193,0.1052689531157794
Hepatitis,CLD,670488,self_paced,0.5964912280701755,0.4035087719298245,0.2462343577092507,0.1055419145426012
Hepatitis,CLD,116740,curriculum,0.5503285543608124,0.4496714456391875,0.2460681901095983,0.1111120744839467
Hepatitis,CLD,116740,static,0.5352449223416965,0.4647550776583034,0.2607017047438118,0.1111126446181684
Hepatitis,CLD,116740,self_paced,0.5984169653524493,0.4015830346475507,0.2419025247841967,0.1114193106950269
Hepatitis,CLD,26226,curriculum,0.531409168081494,0.468590831918506,0.2743558623734783,0.1052753849711158
Hepatitis,CLD,26226,static,0.58446519524618,0.41553480475382,0.2294477537340901,0.1052857147021078
Hepatitis,CLD,26226,self_paced,0.5780984719864177,0.4219015280135823,0.2337538064358996,0.1052639839793354
Hepatitis,MV,670488,curriculum,0.5956423316355405,0.4043576683644595,0.2446155956020056,0.1053817855276391
Hepatitis,MV,670488,static,0.5807866440294284,0.4192133559705715,0.2488976152634898,0.1053599769541601
Hypothyroid,DCP,26226,static,0.6337770179509097,0.3662229820490902,0.3446067840498611,0.1052633620812969
Hepatitis,MV,670488,self_paced,0.6107809847198641,0.3892190152801358,0.2554270925470105,0.1068122516377695
