dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference,calculated_difference,difference_score
Hepatitis,CB,670488,static,0.8052707255157103,0.4167117377017069,0.3416736350562825,0.0015837543150339,0.0074386565515364,0.0750381026454243,0.07503810264542438,0.07503810264542438
Hepatitis,CB,670488,self_paced,0.7888349570187554,0.4167117377017069,0.4007082850907678,0.0015837543150339,0.0063022080937611,0.0160034526109391,0.016003452610939106,0.016003452610939106
Hepatitis,CB,116740,curriculum,0.8099940057688855,0.4302438168211749,0.3623949110328108,0.001583758723951,0.0027318581700034,0.0678489057883641,0.06784890578836411,0.06784890578836411
Hepatitis,CB,116740,static,0.8191669036870568,0.4302438168211749,0.3601288255143997,0.001583758723951,0.0053438152873658,0.0701149913067751,0.07011499130677523,0.07011499130677523
Hepatitis,CB,116740,self_paced,0.811200998751117,0.4302438168211749,0.4181841029152853,0.001583758723951,0.004360273272051,0.0120597139058896,0.012059713905889613,0.012059713905889613
Hepatitis,CB,26226,curriculum,0.8292342935818895,0.4268556613584451,0.3789621330978019,0.0011331400898699,0.005016317071297,0.0478935282606432,0.04789352826064319,0.04789352826064319
Hepatitis,CB,26226,static,0.8254342124285604,0.4268556613584451,0.3681818850034347,0.0011331400898699,0.0153031737148909,0.0586737763550104,0.05867377635501042,0.05867377635501042
Hepatitis,CB,26226,self_paced,0.8247690787444035,0.4268556613584451,0.4163054365497684,0.0011331400898699,0.008333250742081,0.0105502248086767,0.010550224808676678,0.010550224808676678
Hepatitis,N1,670488,curriculum,0.8242264961288627,0.4167117377017069,0.3891542569483999,0.0015837543150339,0.0091683056158452,0.0275574807533069,0.027557480753306995,0.027557480753306995
Hepatitis,N1,670488,static,0.8139763170257172,0.4167117377017069,0.3820616558092323,0.0015837543150339,0.0024790508609872,0.0346500818924745,0.034650081892474593,0.034650081892474593
Hypothyroid,DCP,26226,self_paced,0.7415526972387099,0.400504710464352,0.3499835262994249,4.435293679571391e-05,0.0024419097643477,0.0505211841649271,0.05052118416492707,0.05052118416492707
Hepatitis,N1,670488,self_paced,0.8502661790486589,0.4167117377017069,0.3838068575924147,0.0015837543150339,0.0105736002045577,0.0329048801092921,0.03290488010929221,0.03290488010929221
Hepatitis,N1,116740,curriculum,0.8141866260222602,0.4302438168211749,0.4033776252639146,0.001583758723951,0.0029691907423899,0.0268661915572603,0.026866191557260333,0.026866191557260333
Hepatitis,N1,116740,static,0.8172474395886572,0.4302438168211749,0.3987884630038164,0.001583758723951,0.0079476945211635,0.0314553538173585,0.03145535381735853,0.03145535381735853
Hepatitis,N1,116740,self_paced,0.8642285585937007,0.4302438168211749,0.3979904446591387,0.001583758723951,0.0021876201933328,0.0322533721620362,0.03225337216203622,0.03225337216203622
Hepatitis,N1,26226,curriculum,0.8307237083494434,0.4268556613584451,0.3983521746622571,0.0011331400898699,0.0049988851041579,0.028503486696188,0.02850348669618802,0.02850348669618802
Hepatitis,N1,26226,static,0.8439702026244512,0.4268556613584451,0.4042277093983242,0.0011331400898699,0.0019173127240187,0.0226279519601209,0.022627951960120907,0.022627951960120907
Hepatitis,N1,26226,self_paced,0.8532988330721668,0.4268556613584451,0.3777681642985513,0.0011331400898699,0.0046894334391729,0.0490874970598937,0.04908749705989379,0.04908749705989379
Hepatitis,N2,670488,curriculum,0.8481205553183444,0.4167117377017069,0.3817135793879291,0.0015837543150339,0.006055013181693,0.0349981583137777,0.03499815831377778,0.03499815831377778
Hepatitis,N2,670488,static,0.8558090961129381,0.4167117377017069,0.3876532819794891,0.0015837543150339,0.0008455686658221,0.0290584557222177,0.02905845572221777,0.02905845572221777
Hepatitis,N2,670488,self_paced,0.7897917076217386,0.4167117377017069,0.3405958359321386,0.0015837543150339,0.0013595112047384,0.0761159017695682,0.07611590176956828,0.07611590176956828
Hepatitis,N2,116740,curriculum,0.7668528364350984,0.4302438168211749,0.4236359721905232,0.001583758723951,0.0088588816059193,0.0066078446306517,0.006607844630651727,0.006607844630651727
Hepatitis,N2,116740,static,0.8564574762056627,0.4302438168211749,0.40519443528617,0.001583758723951,0.0035011914027964,0.0250493815350048,0.02504938153500491,0.02504938153500491
Hepatitis,N2,116740,self_paced,0.8086975578792228,0.4302438168211749,0.3570172600330331,0.001583758723951,0.0046558219620799,0.0732265567881418,0.07322655678814183,0.07322655678814183
Hepatitis,N2,26226,curriculum,0.7788027431245783,0.4268556613584451,0.4248846814159421,0.0011331400898699,0.0120511794145713,0.001970979942503,0.001970979942503004,0.001970979942503004
Hepatitis,N2,26226,static,0.8560680739596471,0.4268556613584451,0.3947856104060633,0.0011331400898699,0.0047498139410918,0.0320700509523818,0.0320700509523818,0.0320700509523818
Hepatitis,N2,26226,self_paced,0.8227432272405182,0.4268556613584451,0.3716212538658379,0.0011331400898699,0.0018529125043632,0.0552344074926072,0.05523440749260722,0.05523440749260722
Hepatitis,LSC,670488,curriculum,0.8423547323271243,0.4167117377017069,0.3933639113412036,0.0015837543150339,0.0049251532824747,0.0233478263605033,0.02334782636050331,0.02334782636050331
Hepatitis,LSC,670488,static,0.828912379115592,0.4167117377017069,0.3876767155310556,0.0015837543150339,0.008928128228167,0.0290350221706512,0.029035022170651292,0.029035022170651292
Hypothyroid,TD_P,670488,curriculum,0.8309804885123707,0.3367563883917057,0.314629120792463,8.640255986253359e-05,9.709861129641449e-06,0.0221272675992427,0.02212726759924266,0.02212726759924266
Hepatitis,LSC,670488,self_paced,0.8380785283673174,0.4167117377017069,0.36665536780498,0.0015837543150339,0.009691666993224,0.0500563698967269,0.050056369896726904,0.050056369896726904
Hepatitis,LSC,116740,curriculum,0.8521041237117863,0.4302438168211749,0.4054387922812885,0.001583758723951,0.00715300975383,0.0248050245398864,0.024805024539886422,0.024805024539886422
Hepatitis,LSC,116740,static,0.8596365231661484,0.4302438168211749,0.3973135464020798,0.001583758723951,0.0067052205603139,0.0329302704190951,0.03293027041909513,0.03293027041909513
Hepatitis,LSC,116740,self_paced,0.84972776341322,0.4302438168211749,0.3794048124259315,0.001583758723951,0.0045528312842783,0.0508390043952434,0.050839004395243415,0.050839004395243415
Hepatitis,LSC,26226,curriculum,0.783113186715235,0.4268556613584451,0.415754308603674,0.0011331400898699,0.004095922106257,0.011101352754771,0.011101352754771088,0.011101352754771088
Hepatitis,LSC,26226,static,0.8395565147860444,0.4268556613584451,0.3976706429236314,0.0011331400898699,0.0031592242995741,0.0291850184348137,0.029185018434813692,0.029185018434813692
Hepatitis,LSC,26226,self_paced,0.8536060344101103,0.4268556613584451,0.3817653013454092,0.0011331400898699,0.0056240338166355,0.0450903600130359,0.0450903600130359,0.0450903600130359
Hepatitis,LSR,670488,curriculum,0.8001551920939601,0.4167117377017069,0.404336649791873,0.0015837543150339,0.0077830626004554,0.0123750879098338,0.012375087909833882,0.012375087909833882
Hepatitis,LSR,670488,static,0.8275453649262539,0.4167117377017069,0.3987088079110334,0.0015837543150339,0.0080742011827904,0.0180029297906734,0.018002929790673472,0.018002929790673472
Hepatitis,LSR,670488,self_paced,0.8582728484898206,0.4167117377017069,0.3755697766237977,0.0015837543150339,0.0043261609484243,0.0411419610779091,0.041141961077909184,0.041141961077909184
Hepatitis,LSR,116740,curriculum,0.7879808075785134,0.4302438168211749,0.4163415726952573,0.001583758723951,0.0033263221289897,0.0139022441259175,0.013902244125917618,0.013902244125917618
Hepatitis,LSR,116740,static,0.7898620067699776,0.4302438168211749,0.4241787135419139,0.001583758723951,0.0121966016766062,0.0060651032792609,0.006065103279261019,0.006065103279261019
Hepatitis,LSR,116740,self_paced,0.8364325436115604,0.4302438168211749,0.3889066055215517,0.001583758723951,0.0002328740919807,0.0413372112996232,0.0413372112996232,0.0413372112996232
Hepatitis,LSR,26226,curriculum,0.799545894383479,0.4268556613584451,0.4219377731612326,0.0011331400898699,0.0033441359729146,0.0049178881972125,0.0049178881972125055,0.0049178881972125055
Hepatitis,LSR,26226,static,0.8727636659093693,0.4268556613584451,0.3902331083870844,0.0011331400898699,0.0056232112862587,0.0366225529713607,0.03662255297136069,0.03662255297136069
Hepatitis,LSR,26226,self_paced,0.8439354826304765,0.4268556613584451,0.3990314621476094,0.0011331400898699,0.006484172724797,0.0278241992108357,0.02782419921083573,0.02782419921083573
Hepatitis,Harmfulness,670488,curriculum,0.7608048040033905,0.4167117377017069,0.4114801807584132,0.0015837543150339,0.0037736052224132,0.0052315569432936,0.0052315569432936915,0.0052315569432936915
Hepatitis,Harmfulness,670488,static,0.7954983963704879,0.4167117377017069,0.391895468455629,0.0015837543150339,0.00210429039448,0.0248162692460778,0.024816269246077882,0.024816269246077882
Hypothyroid,TD_P,670488,static,0.7565678879113265,0.3367563883917057,0.2800869493067688,8.640255986253359e-05,0.0007750039482511,0.0566694390849368,0.05666943908493688,0.05666943908493688
Hepatitis,Harmfulness,670488,self_paced,0.8299374801960311,0.4167117377017069,0.3657803232859629,0.0015837543150339,0.0089427543843106,0.0509314144157439,0.050931414415744,0.050931414415744
Hepatitis,Harmfulness,116740,curriculum,0.7983159871231887,0.4302438168211749,0.4076394501689677,0.001583758723951,0.0028190615120515,0.0226043666522071,0.02260436665220722,0.02260436665220722
Hepatitis,Harmfulness,116740,static,0.8080823826997574,0.4302438168211749,0.3765905354917684,0.001583758723951,0.0047065948769956,0.0536532813294064,0.0536532813294065,0.0536532813294065
Hepatitis,Harmfulness,116740,self_paced,0.8154032049982046,0.4302438168211749,0.4093635674341816,0.001583758723951,0.0053973215830549,0.0208802493869932,0.020880249386993288,0.020880249386993288
Hepatitis,Harmfulness,26226,curriculum,0.7706537283711838,0.4268556613584451,0.4190575830951311,0.0011331400898699,0.0029916952057198,0.007798078263314,0.007798078263314023,0.007798078263314023
Hepatitis,Harmfulness,26226,static,0.81045060748907,0.4268556613584451,0.4014350517035348,0.0011331400898699,0.0050634799346521,0.0254206096549103,0.02542060965491033,0.02542060965491033
Hepatitis,Harmfulness,26226,self_paced,0.8404518889142828,0.4268556613584451,0.3857000238322651,0.0011331400898699,0.0048771665133753,0.04115563752618,0.04115563752618001,0.04115563752618001
Hepatitis,F1,670488,curriculum,0.8278696507334348,0.4167117377017069,0.3950726397373452,0.0015837543150339,0.0150441331290118,0.0216390979643616,0.021639097964361698,0.021639097964361698
Hepatitis,F1,670488,static,0.815071650313392,0.4167117377017069,0.401126578273358,0.0015837543150339,0.0086891343104717,0.0155851594283488,0.015585159428348871,0.015585159428348871
Hepatitis,F1,670488,self_paced,0.8586583290555648,0.4167117377017069,0.3874541764245431,0.0015837543150339,0.0061701602119429,0.0292575612771637,0.02925756127716378,0.02925756127716378
Hepatitis,F1,116740,curriculum,0.8029371521286883,0.4302438168211749,0.4145072154371879,0.001583758723951,0.0138837927485442,0.015736601383987,0.015736601383987026,0.015736601383987026
Hepatitis,F1,116740,static,0.8196407014335446,0.4302438168211749,0.4076499844979513,0.001583758723951,0.0059713497311104,0.0225938323232235,0.022593832323223595,0.022593832323223595
Hepatitis,F1,116740,self_paced,0.8038774852880746,0.4302438168211749,0.4131034332842622,0.001583758723951,0.0067794797097907,0.0171403835369126,0.017140383536912718,0.017140383536912718
Hepatitis,F1,26226,curriculum,0.8184616786624749,0.4268556613584451,0.3976984619715913,0.0011331400898699,0.0049718370969072,0.0291571993868537,0.029157199386853794,0.029157199386853794
Hepatitis,F1,26226,static,0.8256920691030096,0.4268556613584451,0.3971364121698174,0.0011331400898699,0.0091008486006884,0.0297192491886277,0.029719249188627728,0.029719249188627728
Hepatitis,F1,26226,self_paced,0.8575366351786523,0.4268556613584451,0.4005894253486204,0.0011331400898699,0.0032461653975585,0.0262662360098247,0.026266236009824695,0.026266236009824695
Hepatitis,F2,670488,curriculum,0.7756560355895359,0.4167117377017069,0.4065836881109946,0.0015837543150339,0.0072940968669156,0.0101280495907122,0.010128049590712285,0.010128049590712285
Hypothyroid,TD_P,670488,self_paced,0.7949687016755387,0.3367563883917057,0.3222564797025934,8.640255986253359e-05,0.0005156896508843,0.0144999086891123,0.014499908689112273,0.014499908689112273
Hepatitis,F2,670488,static,0.7844964748641613,0.4167117377017069,0.3317567528585871,0.0015837543150339,0.0014357571136663,0.0849549848431197,0.08495498484311981,0.08495498484311981
Hepatitis,F2,670488,self_paced,0.8416598831984927,0.4167117377017069,0.3875607779370173,0.0015837543150339,0.0122828565723545,0.0291509597646895,0.029150959764689566,0.029150959764689566
Hepatitis,F2,116740,curriculum,0.7779261524365055,0.4302438168211749,0.4253776300870148,0.001583758723951,0.0058016513355039,0.00486618673416,0.004866186734160116,0.004866186734160116
Hepatitis,F2,116740,static,0.8083136022434193,0.4302438168211749,0.353130750515408,0.001583758723951,0.0059878219981553,0.0771130663057668,0.07711306630576692,0.07711306630576692
Hepatitis,F2,116740,self_paced,0.8102918558082405,0.4302438168211749,0.4123144485873011,0.001583758723951,0.0033224487315055,0.0179293682338737,0.01792936823387381,0.01792936823387381
Hepatitis,F2,26226,curriculum,0.7820654084993787,0.4268556613584451,0.4190274263114684,0.0011331400898699,0.0062484408160213,0.0078282350469767,0.007828235046976717,0.007828235046976717
Hepatitis,F2,26226,static,0.7822776819839841,0.4268556613584451,0.3392454941411446,0.0011331400898699,0.0015501982763657,0.0876101672173005,0.08761016721730053,0.08761016721730053
Hepatitis,F2,26226,self_paced,0.8495633565239719,0.4268556613584451,0.3939088749122834,0.0011331400898699,0.0045157361574039,0.0329467864461617,0.032946786446161724,0.032946786446161724
Hepatitis,F3,670488,curriculum,0.8134731160631875,0.4167117377017069,0.3562099247734218,0.0015837543150339,0.0036087005655762,0.0605018129282851,0.060501812928285104,0.060501812928285104
Hepatitis,F3,670488,static,0.7993407027014764,0.4167117377017069,0.3462890076188751,0.0015837543150339,0.0010344158454802,0.0704227300828317,0.07042273008283179,0.07042273008283179
Hepatitis,F3,670488,self_paced,0.8537784484917753,0.4167117377017069,0.3815593779097773,0.0015837543150339,0.0121636042477454,0.0351523597919296,0.0351523597919296,0.0351523597919296
Hepatitis,F3,116740,curriculum,0.8305562067479028,0.4302438168211749,0.3898172546118866,0.001583758723951,0.0086622834271341,0.0404265622092883,0.04042656220928831,0.04042656220928831
Hepatitis,F3,116740,static,0.8514852764995106,0.4302438168211749,0.3864319222503365,0.001583758723951,0.0021465657432098,0.0438118945708383,0.043811894570838394,0.043811894570838394
Hepatitis,F3,116740,self_paced,0.8315992196558386,0.4302438168211749,0.4094555758787628,0.001583758723951,0.008890694956922,0.0207882409424121,0.020788240942412106,0.020788240942412106
Hepatitis,F3,26226,curriculum,0.8367583769150699,0.4268556613584451,0.3724126995775466,0.0011331400898699,0.0036532679677186,0.0544429617808985,0.054442961780898524,0.054442961780898524
Hepatitis,F3,26226,static,0.8502085910577409,0.4268556613584451,0.4031766098037401,0.0011331400898699,0.0030843648466561,0.023679051554705,0.02367905155470501,0.02367905155470501
Hepatitis,F3,26226,self_paced,0.8531789176491341,0.4268556613584451,0.3990253705746676,0.0011331400898699,0.0071828680784483,0.0278302907837775,0.027830290783777523,0.027830290783777523
Hepatitis,F4,670488,curriculum,0.8178910188819896,0.4167117377017069,0.3823987709291803,0.0015837543150339,0.0025766745803282,0.0343129667725266,0.0343129667725266,0.0343129667725266
Hypothyroid,TD_P,116740,curriculum,0.8210729174396441,0.3954090326277897,0.313754388281539,4.9205967656114654e-05,0.0001242855952655,0.0816546443462506,0.0816546443462507,0.0816546443462507
Hepatitis,F4,670488,static,0.8273084923792209,0.4167117377017069,0.374248144342534,0.0015837543150339,0.0005009363526717,0.0424635933591728,0.04246359335917288,0.04246359335917288
Hepatitis,F4,670488,self_paced,0.8526803466379044,0.4167117377017069,0.3726692722393949,0.0015837543150339,0.0016958860185564,0.044042465462312,0.044042465462312,0.044042465462312
Hepatitis,F4,116740,curriculum,0.7937987281749337,0.4302438168211749,0.4250480249773147,0.001583758723951,0.0036029135192881,0.0051957918438602,0.005195791843860209,0.005195791843860209
Hepatitis,F4,116740,static,0.8611991638971546,0.4302438168211749,0.3941760554644589,0.001583758723951,0.0084513330675665,0.0360677613567159,0.03606776135671602,0.03606776135671602
Hepatitis,F4,116740,self_paced,0.8328938396040869,0.4302438168211749,0.4099026428910308,0.001583758723951,0.0081466741120705,0.020341173930144,0.02034117393014412,0.02034117393014412
Hepatitis,F4,26226,curriculum,0.8420659487932678,0.4268556613584451,0.3789258208112681,0.0011331400898699,0.0046867790596384,0.047929840547177,0.04792984054717703,0.04792984054717703
Hepatitis,F4,26226,static,0.8272496446308026,0.4268556613584451,0.3930365296278407,0.0011331400898699,0.0106732201714447,0.0338191317306044,0.03381913173060441,0.03381913173060441
Hepatitis,F4,26226,self_paced,0.8042692398761968,0.4268556613584451,0.4120069033392131,0.0011331400898699,0.0081070261157545,0.014848758019232,0.014848758019232022,0.014848758019232022
Hypothyroid,TD_P,116740,static,0.8111025944194643,0.3954090326277897,0.3119563384153145,4.9205967656114654e-05,0.0002393741228867,0.0834526942124751,0.0834526942124752,0.0834526942124752
Hypothyroid,TD_P,116740,self_paced,0.7731666631146973,0.3954090326277897,0.3439708006759452,4.9205967656114654e-05,0.000900472818065,0.0514382319518444,0.05143823195184449,0.05143823195184449
Hypothyroid,TD_P,26226,curriculum,0.8181169607368705,0.4005047104643521,0.3147011850048501,4.43529367957642e-05,0.0001318456461141,0.0858035254595019,0.08580352545950198,0.08580352545950198
Hypothyroid,TD_P,26226,static,0.8044083647229805,0.4005047104643521,0.3048161942421538,4.43529367957642e-05,0.0009018937647284,0.0956885162221983,0.09568851622219832,0.09568851622219832
Hypothyroid,TD_P,26226,self_paced,0.7465964879499949,0.400504710464352,0.3472466082277792,4.435293679571391e-05,0.0007883073696024,0.0532581022365727,0.05325810223657279,0.05325810223657279
Hypothyroid,TD_U,670488,curriculum,0.7862809075797905,0.3367563883917057,0.2927530733901579,8.640255986253359e-05,0.0012023030388875,0.0440033150015478,0.044003315001547805,0.044003315001547805
Hypothyroid,TD_U,670488,static,0.8239659152153762,0.3367563883917057,0.3115793288539747,8.640255986253359e-05,0.0001286015476449,0.025177059537731,0.025177059537730972,0.025177059537730972
Hypothyroid,TD_U,670488,self_paced,0.8303964581544641,0.3367563883917057,0.3387212170003774,8.640255986253359e-05,0.0048906683485188,0.0019648286086716,0.001964828608671698,0.001964828608671698
Hypothyroid,TD_U,116740,curriculum,0.7931896658773816,0.3954090326277897,0.3029650141068779,4.9205967656114654e-05,2.448511880638135e-05,0.0924440185209118,0.09244401852091183,0.09244401852091183
Hypothyroid,TD_U,116740,static,0.7919975251051471,0.3954090326277897,0.302753876430796,4.9205967656114654e-05,2.6930461510059885e-05,0.0926551561969936,0.09265515619699372,0.09265515619699372
Hypothyroid,TD_U,116740,self_paced,0.8382758979013947,0.3954090326277897,0.3301487356416757,4.9205967656114654e-05,0.0012058665098305,0.065260296986114,0.06526029698611402,0.06526029698611402
Hypothyroid,TD_U,26226,curriculum,0.8016152986923402,0.400504710464352,0.3105062225224217,4.435293679571391e-05,0.000375561406139,0.0899984879419302,0.08999848794193027,0.08999848794193027
Hypothyroid,TD_U,26226,static,0.8013627531728728,0.400504710464352,0.3065119091470485,4.435293679571391e-05,0.0033586002560082,0.0939928013173034,0.09399280131730348,0.09399280131730348
Hypothyroid,TD_U,26226,self_paced,0.7580809631667446,0.400504710464352,0.3494957490404233,4.435293679571391e-05,0.0014780366676599,0.0510089614239287,0.05100896142392869,0.05100896142392869
Hypothyroid,CL,670488,curriculum,0.780281891304206,0.3367563883917057,0.2996415007931864,8.640255986253359e-05,0.0011959261554322,0.0371148875985192,0.037114887598519275,0.037114887598519275
Hypothyroid,CL,670488,static,0.8294727957998382,0.3367563883917057,0.3118452048967218,8.640255986248628e-05,0.0009164076049298,0.0249111834949839,0.02491118349498389,0.02491118349498389
Hypothyroid,CL,670488,self_paced,0.7614305795790286,0.3367563883917057,0.3269467320273725,8.640255986253359e-05,0.0015733343378849,0.0098096563643331,0.009809656364333175,0.009809656364333175
Hypothyroid,CL,116740,curriculum,0.7998395834452535,0.3954090326277897,0.3129814927073983,4.9205967656114654e-05,0.0001424284410611,0.0824275399203913,0.08242753992039142,0.08242753992039142
Hypothyroid,CL,116740,static,0.7956648721028233,0.3954090326277897,0.3037143292031062,4.9205967656114654e-05,0.0001124652623173,0.0916947034246835,0.0916947034246835,0.0916947034246835
Hypothyroid,CL,116740,self_paced,0.795254792896895,0.3954090326277897,0.3359397876724316,4.9205967656114654e-05,0.001542332246351,0.059469244955358,0.0594692449553581,0.0594692449553581
Hypothyroid,CL,26226,curriculum,0.8031311314998341,0.400504710464352,0.3129054400317866,4.435293679571391e-05,4.984365749555683e-05,0.0875992704325653,0.08759927043256538,0.08759927043256538
Hypothyroid,CL,26226,static,0.8002934935711802,0.400504710464352,0.3110580285838359,4.435293679571391e-05,0.0004729533595785,0.089446681880516,0.08944668188051608,0.08944668188051608
Hypothyroid,CL,26226,self_paced,0.8323058908651042,0.4005047104643521,0.3180967640871107,4.43529367957642e-05,0.0003706849996614,0.0824079463772414,0.08240794637724141,0.08240794637724141
Hypothyroid,CLD,670488,curriculum,0.7861311346238536,0.3367563883917057,0.3017109139093692,8.640255986253359e-05,0.0040847399825715,0.0350454744823364,0.03504547448233647,0.03504547448233647
Hypothyroid,CLD,670488,static,0.7986696810327986,0.3367563883917057,0.3058044179124354,8.640255986253359e-05,0.0002757985167655,0.0309519704792703,0.030951970479270285,0.030951970479270285
Hypothyroid,CLD,670488,self_paced,0.8078153348950438,0.3367563883917057,0.3353497458966692,8.640255986253359e-05,0.0009772571229889,0.0014066424950365,0.0014066424950364698,0.0014066424950364698
Hypothyroid,CLD,116740,curriculum,0.7978729488003001,0.3954090326277897,0.3103388212654783,4.9205967656114654e-05,2.3286674562294745e-05,0.0850702113623114,0.08507021136231141,0.08507021136231141
Hypothyroid,CLD,116740,static,0.8002019471835873,0.3954090326277897,0.3074253068012103,4.9205967656114654e-05,8.078247337606357e-05,0.0879837258265793,0.08798372582657943,0.08798372582657943
Hypothyroid,CLD,116740,self_paced,0.8410813901101488,0.3954090326277897,0.3234111600589165,4.9205967656114654e-05,0.0014321334970688,0.0719978725688731,0.07199787256887319,0.07199787256887319
Hypothyroid,CLD,26226,curriculum,0.7993127840655894,0.400504710464352,0.310836379719244,4.435293679571391e-05,0.000105381538248,0.089668330745108,0.089668330745108,0.089668330745108
Hypothyroid,CLD,26226,static,0.7986897634193223,0.400504710464352,0.3052512007030276,4.435293679571391e-05,0.0001303855025798,0.0952535097613244,0.0952535097613244,0.0952535097613244
Hypothyroid,CLD,26226,self_paced,0.817308338032646,0.400504710464352,0.3182636164827464,4.435293679571391e-05,0.0007199884311484,0.0822410939816056,0.08224109398160556,0.08224109398160556
Hypothyroid,MV,670488,curriculum,0.7868344149485179,0.3367563883917057,0.3013964060380402,8.640255986253359e-05,0.0009486054882871,0.0353599823536655,0.0353599823536655,0.0353599823536655
Hypothyroid,MV,670488,static,0.7559593345552891,0.3367563883917057,0.2777270862166427,8.640255986253359e-05,3.943595706368577e-05,0.059029302175063,0.05902930217506297,0.05902930217506297
Hypothyroid,MV,670488,self_paced,0.7819945204470122,0.3367563883917057,0.3443085479815362,8.640255986253359e-05,0.0002824066980786,0.0075521595898304,0.0075521595898305205,0.0075521595898305205
Hypothyroid,MV,116740,curriculum,0.7980486289557741,0.3954090326277897,0.3106263508294342,4.9205967656114654e-05,1.358575973875776e-05,0.0847826817983554,0.08478268179835552,0.08478268179835552
Hypothyroid,MV,116740,static,0.7951554517705802,0.3954090326277897,0.3053254813139332,4.9205967656114654e-05,0.0033116194882602,0.0900835513138564,0.09008355131385648,0.09008355131385648
Hypothyroid,MV,116740,self_paced,0.7955998136908389,0.3954090326277897,0.3375762373702095,4.9205967656114654e-05,0.0010957508407923,0.0578327952575801,0.05783279525758023,0.05783279525758023
Hypothyroid,MV,26226,curriculum,0.797387667843611,0.400504710464352,0.302088734546899,4.435293679571391e-05,6.817709897856143e-05,0.0984159759174529,0.09841597591745299,0.09841597591745299
Hypothyroid,MV,26226,static,0.7999881144915739,0.400504710464352,0.3100674128117324,4.435293679571391e-05,0.0005429164859577,0.0904372976526196,0.0904372976526196,0.0904372976526196
Hypothyroid,MV,26226,self_paced,0.8293884572187007,0.400504710464352,0.3303964780985071,4.435293679571391e-05,0.000241078819791,0.0701082323658449,0.0701082323658449,0.0701082323658449
Hypothyroid,CB,670488,curriculum,0.8354101096344771,0.3367563883917057,0.3153647640879601,8.640255986253359e-05,0.0002070551473782,0.0213916243037455,0.021391624303745582,0.021391624303745582
Hypothyroid,CB,670488,static,0.7510174889177793,0.3367563883917057,0.2776868638078631,8.640255986253359e-05,0.0005917342717892,0.0590695245838425,0.05906952458384257,0.05906952458384257
Hypothyroid,CB,670488,self_paced,0.7592429935623073,0.3367563883917057,0.3494215117551794,8.640255986253359e-05,0.0006334855209422,0.0126651233634736,0.012665123363473696,0.012665123363473696
Hypothyroid,CB,116740,curriculum,0.8242787705186108,0.3954090326277897,0.3130974631568232,4.9205967656114654e-05,0.0032813918917278,0.0823115694709664,0.08231156947096652,0.08231156947096652
Hypothyroid,CB,116740,static,0.8168966097989787,0.3954090326277897,0.3053995151638193,4.9205967656114654e-05,0.000748063208522,0.0900095174639703,0.0900095174639704,0.0900095174639704
Hypothyroid,CB,116740,self_paced,0.8309563785071723,0.3954090326277897,0.3297785117834135,4.9205967656114654e-05,0.0007340914771695,0.0656305208443761,0.0656305208443762,0.0656305208443762
Hypothyroid,CB,26226,curriculum,0.7983314602445546,0.4005047104643521,0.3070778129199049,4.43529367957642e-05,0.0027737477248297,0.0934268975444472,0.09342689754444722,0.09342689754444722
Hypothyroid,CB,26226,static,0.7999460779160138,0.400504710464352,0.3110409188485957,4.435293679571391e-05,0.0001002583748618,0.0894637916157563,0.0894637916157563,0.0894637916157563
Hypothyroid,CB,26226,self_paced,0.8013162879654153,0.4005047104643521,0.343964080322184,4.43529367957642e-05,0.0014358590425194,0.0565406301421681,0.05654063014216809,0.05654063014216809
Hypothyroid,N1,670488,curriculum,0.8444034315295764,0.3367563883917057,0.3143503633307077,8.640255986253359e-05,0.00016552436846,0.022406025060998,0.02240602506099798,0.02240602506099798
Hypothyroid,N1,670488,static,0.8270020623113566,0.3367563883917057,0.3053030477256754,8.640255986253359e-05,0.003149595128664,0.0314533406660303,0.03145334066603028,0.03145334066603028
Hypothyroid,N1,670488,self_paced,0.7889265567680827,0.3367563883917057,0.3153947354770235,8.640255986253359e-05,0.0002833543449187,0.0213616529146821,0.021361652914682172,0.021361652914682172
Hypothyroid,N1,116740,curriculum,0.818081467479697,0.3954090326277897,0.3083651735065524,4.9205967656114654e-05,0.0001681687758134,0.0870438591212372,0.0870438591212373,0.0870438591212373
Hypothyroid,N1,116740,static,0.8124977245795371,0.3954090326277897,0.312095520192569,4.9205967656114654e-05,0.0034381879544843,0.0833135124352206,0.08331351243522073,0.08331351243522073
Hypothyroid,N1,116740,self_paced,0.782086987439564,0.3954090326277897,0.3425992742407077,4.9205967656114654e-05,0.0009253217025112,0.0528097583870819,0.05280975838708202,0.05280975838708202
Hypothyroid,N1,26226,curriculum,0.8313741104901666,0.400504710464352,0.3157751081721668,4.435293679571391e-05,4.794103231222235e-05,0.0847296022921851,0.08472960229218518,0.08472960229218518
Hypothyroid,N1,26226,static,0.8329391658185687,0.400504710464352,0.3166335730374805,4.435293679571391e-05,0.0002980559213241,0.0838711374268715,0.08387113742687147,0.08387113742687147
Hypothyroid,N1,26226,self_paced,0.8002854155286204,0.400504710464352,0.3444683480748458,4.435293679571391e-05,0.0019610788627595,0.0560363623895062,0.05603636238950621,0.05603636238950621
